1rd_red, 1rd_green, 1rd_blue, 1rd_r, 1rd_rg, 1rd_most_red, 1rd_least_red, 1rd_most_yellow, 1rd_size, 2nd_red, 2nd_green, 2nd_blue, 2rd_r, 2rd_rg, 2rd_most_red, 2rd_least_red, 2rd_most_yellow, 2nd_size, 3rd_red, 3rd_green, 3rd_blue, 3rd_r, 3rd_rg, 3rd_most_red, 3rd_least_red, 3rd_most_yellow, 3rd_size, 4th_red, 4th_green, 4th_blue, 4rd_r, 4rd_rg, 4rd_most_red, 4rd_least_red, 4rd_most_yellow, 4th_size, 5th_red, 5th_green, 5th_blue, 5rd_r, 5rd_rg, 5rd_most_red, 5rd_least_red, 5rd_most_yellow, 5th_size, 6th_red, 6th_green, 6th_blue, 6rd_r, 6rd_rg, 5rd_most_red.1, 5rd_least_red.1, 5rd_most_yellow.1, 6th_size, height/area,Sweetness
200.3,139.47,65.55,-4.72,274.22,89,-248,380,13968,165.27,83.49,49.89,31.89,198.87,159,-253,336,13083,157.46,52.32,51.84,53.3,157.94,131,-216,311,13448,156.8,56.5,45.03,55.27,168.27,154,-254,355,13341,192.82,112.23,56.96,23.63,248.09,140,-204,385,13375,195.75,114.24,53.24,28.27,256.75,123,-210,373,13488,0.965635739,13.95
182.21,96.27,63.1,22.84,215.38,142,-252,366,11856,169.52,78.53,63.8,27.19,184.25,143,-249,351,11826,128.61,38.5,49.38,40.73,117.73,124,-254,289,11642,170.78,73.33,58.71,38.74,185.4,128,-249,368,11384,196.32,110.81,63.47,22.04,243.66,110,-244,357,11709,159.09,57.54,54.17,47.38,162.46,143,-249,371,11637,0.98152834,13.25
203.87,153.37,80.52,-30.02,276.72,96,-178,406,10581,188.36,144.73,83.61,-39.98,249.48,99,-242,370,10286,196.02,94.01,69.61,32.4,220.42,129,-166,364,10539,199.95,111.67,75.46,12.82,236.16,120,-244,359,10510,200.7,99.24,75.52,25.94,224.42,138,-204,363,10773,194.14,101.3,67.2,25.64,228.24,145,-240,369,10586,1.000472545,14.1
187.34,124.8,70.66,-8.12,241.48,121,-227,391,11294,180.62,101.2,68.39,11.03,213.43,129,-249,359,10778,165.9,58.11,59.19,48.6,164.82,130,-252,334,10807,184.31,85.63,58.93,39.75,211.01,135,-252,338,10898,194.98,126.88,68.57,-0.47,253.29,93,-179,391,11034,198.14,138.62,76.02,-16.5,260.74,106,-222,371,10543,0.933504516,12.7
185.9,149.72,84.55,-48.37,251.07,76,-240,343,9634,181.77,179.15,89,-86.38,271.92,12,-210,354,9509,170.06,104.33,67.04,-1.31,207.35,101,-247,377,9532,172.03,137.97,77.45,-43.39,232.55,89,-246,359,9326,185.66,180.94,91.68,-86.96,274.92,52,-216,365,9477,184.06,166.5,87.61,-70.05,262.95,53,-248,357,9443,0.980174382,11.1
162.86,80.74,62.85,19.27,180.75,117,-238,354,10962,172.92,104.87,69.45,-1.4,208.34,135,-207,355,10666,175.83,67.22,58.29,50.32,184.76,136,-166,291,10421,187.19,100.62,59.02,27.55,228.79,125,-253,344,10946,169.95,68.76,60.95,40.24,177.76,127,-179,335,9962,153.45,57.44,58.86,37.15,152.03,143,-218,319,10820,0.987046159,13.25
182.27,125.8,61.99,-5.52,246.08,104,-216,374,9746,166.6,76.97,56.68,32.95,186.89,128,-193,354,9740,134.32,46.78,54,33.54,127.1,98,-240,263,9205,163.78,77.3,54.08,32.4,187,142,-200,349,9636,190.14,101.27,60.19,28.68,231.22,125,-240,339,9018,189.83,109.64,59.39,20.8,240.08,112,-147,349,9489,0.973630207,13.7
188.97,143.67,78.82,-33.52,253.82,107,-251,358,8991,188.29,150.51,86.79,-49.01,252.01,102,-245,343,8690,180.65,91.28,58.1,31.27,213.83,113,-254,324,8697,193.79,156.38,84.29,-46.88,265.88,101,-250,356,8437,196.24,189.5,88.09,-81.35,297.65,46,-252,374,8606,189.09,121.03,69.18,-1.12,240.94,109,-251,361,8455,0.940384829,12.35
179.29,164.11,71.7,-56.52,271.7,98,-233,374,11824,159.26,62.41,57.14,39.71,164.53,156,-234,353,11661,163.27,72.63,55.69,34.95,180.21,127,-240,385,11270,169.28,87.88,60.83,20.57,196.33,127,-239,331,11197,189.68,156.05,81.22,-47.59,264.51,97,-240,370,11240,187.72,164.64,83.25,-60.17,269.11,76,-243,383,11494,0.972090663,11.85
204.78,184.86,83.41,-63.49,306.23,64,-232,392,9980,179.34,77.64,53,48.7,203.98,143,-200,320,9809,193.71,138.42,75.41,-20.12,256.72,126,-236,386,9525,187.32,124.54,58.23,4.55,253.63,134,-230,385,9427,196.38,153.91,71.44,-28.97,278.85,115,-240,376,9466,198,170.24,79.94,-52.18,288.3,90,-198,394,9792,0.981162325,12.25
186.26,175.92,74.43,-64.09,287.75,62,-229,372,9318,183.45,173.64,84.08,-74.27,273.01,102,-243,372,8945,186.31,103.35,63.48,19.48,226.18,130,-237,377,8623,186.89,169.13,75.17,-57.41,280.85,96,-239,392,8990,190.45,192.34,94.67,-96.56,288.12,6,-239,370,8654,185.42,169.58,76.76,-60.92,278.24,74,-193,379,9195,0.986799742,11.15
191.74,148.18,68.48,-24.92,271.44,119,-202,401,10906,193.49,171.81,82.25,-60.57,283.05,68,-241,373,10465,202.29,127.47,63.05,11.77,266.71,97,-240,345,10723,196.39,139.11,68.93,-11.65,266.57,119,-240,382,10377,190.08,124.61,64.32,1.15,250.37,127,-217,399,10797,196.3,159.21,79.49,-42.4,276.02,94,-200,379,10340,0.948101962,11.3
182.52,145.02,64.68,-27.18,262.86,120,-207,391,12935,178.3,151.35,71.76,-44.81,257.89,94,-232,383,12428,174.11,72.06,58.85,43.2,187.32,142,-240,295,12774,179,137.32,58.39,-16.71,257.93,93,-237,403,12691,194.73,182.21,77.27,-64.75,299.67,50,-242,402,12571,196.27,164.02,69.8,-37.55,290.49,87,-221,399,12659,0.978662543,12.9
189.85,153.59,78.34,-42.08,265.1,111,-182,393,11185,179.64,164.86,85.41,-70.63,259.09,50,-240,351,10618,192.89,111.17,68.12,13.6,235.94,116,-247,382,10512,185.92,143.36,78.01,-35.45,251.27,100,-225,393,10927,199.59,155.9,82.77,-39.08,272.72,81,-240,362,10512,191.84,169.92,83.16,-61.24,278.6,96,-248,376,10506,0.939293697,10.85
181.09,156.48,78.86,-54.25,258.71,112,-233,370,10982,181.04,124.87,69.22,-13.05,236.69,107,-246,360,10374,180.03,95.28,60.06,24.69,215.25,147,-193,368,10117,188.01,156.36,82.45,-50.8,261.92,114,-246,371,10231,198.98,165.96,82.78,-49.76,282.16,79,-240,374,10134,190.11,87.12,60.72,42.27,216.51,143,-170,377,10066,0.916590785,12
190.76,190.78,81.68,-81.7,299.86,28,-241,370,8678,165.97,88.6,64.47,12.9,190.1,124,-244,368,8811,177.79,119.29,62.76,-4.26,234.32,127,-243,402,8120,164.96,139.01,71.85,-45.9,232.12,113,-207,374,9176,191.74,158.45,83.37,-50.08,266.82,93,-197,370,8503,184.81,172.38,77.11,-64.68,280.08,52,-243,378,8297,0.956095875,11.9
185.12,141.04,73.02,-28.94,253.14,136,-240,396,11202,190.87,160.81,79.39,-49.33,272.29,41,-222,381,10957,187.32,108.58,62.45,16.29,233.45,123,-173,392,10688,193.37,145.94,74.35,-26.92,264.96,91,-244,369,10337,195.89,183.14,83.82,-71.07,295.21,44,-248,386,10307,192.39,158.49,76.3,-42.4,274.58,107,-171,399,10367,0.925459739,13.3
183.1,154.68,71.21,-42.79,266.57,118,-249,388,10733,169.22,88.75,62.51,17.96,195.46,143,-240,367,10245,158.14,68.09,46.66,43.39,179.57,124,-248,325,10062,181.41,109.69,62.5,9.22,228.6,135,-245,373,10393,199.67,187.39,97.72,-85.44,289.34,50,-249,370,10337,186.46,135.77,69.38,-18.69,252.85,129,-235,384,10170,0.947544955,10.4
136.48,69.69,53.22,13.57,152.95,109,-250,301,10420,148.86,97.31,51.82,-0.27,194.35,97,-249,345,10565,119.97,35.32,36.61,48.04,118.68,117,-236,255,9976,152.69,77.83,46.87,27.99,183.65,128,-250,323,9577,165.91,95.99,53.17,16.75,208.73,102,-248,352,9624,120.55,32.26,34.54,53.75,118.27,139,-230,271,9674,0.92840691,12.2
148.69,85.81,53.34,9.54,181.16,110,-237,358,10888,149.13,56.4,52.36,40.37,153.17,146,-221,309,10595,115.7,33.91,44.44,37.35,105.17,104,-203,275,9982,162.7,73.04,53.61,36.05,182.13,144,-179,317,10043,177.71,118.67,65.28,-6.24,231.1,116,-235,363,10064,112,29.03,39.39,43.58,101.64,111,-238,257,9914,0.910543718,15.15
131.47,54.92,47.86,28.69,138.53,110,-223,349,12768,176.75,108.88,66.17,1.7,219.46,127,-247,356,12410,118.36,36.19,46.29,35.88,108.26,112,-199,290,11710,157.3,56.1,47.76,53.44,165.64,146,-250,306,12013,170.14,75.47,42.35,52.32,203.26,136,-249,352,12189,135.17,45.67,45.02,44.48,135.82,138,-242,311,11431,0.895285088,15.8
168.45,148.15,72.93,-52.63,243.67,84,-247,356,11113,152.85,112.92,68.25,-28.32,197.52,90,-249,336,10853,127.83,40.85,35.59,51.39,133.09,132,-249,259,10542,178.23,150.4,75.63,-47.8,253,109,-245,361,10390,180.43,179.56,79.98,-79.11,280.01,10,-242,370,10529,145.15,74.31,47.07,23.77,172.39,124,-247,348,10574,0.951498245,11.2
169.14,111.71,58.78,-1.35,222.07,133,-245,386,12032,154.57,106.86,64.95,-17.24,196.48,99,-246,343,11639,147.6,53.13,48.06,46.41,152.67,132,-224,306,11554,177.66,112.08,66.87,-1.29,222.87,112,-248,349,11943,152.94,59.94,50.76,42.24,162.12,127,-237,315,11815,158.95,66.89,45.6,46.46,180.24,133,-253,359,11321,0.94090758,13.5
179.52,109.91,64.3,5.31,225.13,133,-218,367,11196,145.08,50.39,56.46,38.23,139.01,139,-250,280,10537,126.94,37.13,42.62,47.19,121.45,121,-232,306,10042,195.72,99.69,58.59,37.44,236.82,139,-166,368,9925,192.32,96.79,54.45,41.08,234.66,121,-203,364,10054,114.39,33.87,42.89,37.63,105.37,121,-245,273,9978,0.891211147,12.9
154.23,80.65,54.91,18.67,179.97,123,-247,338,10992,162.29,117.66,70.99,-26.36,208.96,101,-236,344,10490,125.27,36.07,37.21,51.99,124.13,129,-249,283,10496,154.47,71.38,45.23,37.86,180.62,132,-250,366,10388,178.57,134.59,69.61,-25.63,243.55,87,-227,380,10539,125.4,38.17,38.4,48.83,125.17,126,-243,284,10777,0.98044032,12.4
151.34,80.74,54.62,15.98,177.46,132,-244,350,11167,140.88,72.68,58.54,9.66,155.02,111,-243,333,10839,108.91,36.57,40.46,31.88,105.02,110,-249,271,10708,135.91,55.9,49.32,30.69,142.49,98,-249,293,10339,178.83,126.45,69.03,-16.65,236.25,99,-237,361,10741,129.24,43.86,41.16,44.22,131.94,145,-230,354,10799,0.96704576,13.1
158.37,87.84,56.26,14.27,189.95,117,-249,354,10729,163.93,114.36,70.49,-20.92,207.8,96,-235,347,9960,135.88,41.21,39.86,54.81,137.23,132,-233,300,9808,173.85,103.4,57.75,12.7,219.5,110,-248,346,10037,171.31,94.22,57.14,19.95,208.39,110,-216,323,10085,131.53,38.36,40.75,52.42,129.14,130,-247,257,10379,0.967378134,12.15
183.15,153.92,68.85,-39.62,268.22,83,-236,385,11797,171.11,105.45,70.85,-5.19,205.71,117,-239,345,11574,178.75,114.1,64.58,0.07,228.27,125,-242,370,12180,188.16,158.16,75.14,-45.14,271.18,100,-209,371,11669,189.56,161.99,87.64,-60.07,263.91,46,-235,366,11837,183.68,120.68,69.98,-6.98,234.38,106,-192,364,11590,0.982453166,12.7
181.97,114.15,50.35,17.47,245.77,129,-249,409,10523,125.35,44.73,40.42,40.2,129.66,142,-244,324,10226,134.97,43.62,40.6,50.75,137.99,145,-243,326,9821,122.95,33.26,40.49,49.2,115.72,123,-250,285,9949,115.48,31.37,42.14,41.97,104.71,126,-250,260,9625,130.85,37.58,44.03,49.24,124.4,124,-240,278,10148,0.964363775,15.4
172.65,106.94,51.23,14.48,228.36,118,-244,402,13715,106.65,42.9,52.38,11.37,97.17,98,-253,311,13064,110,34.98,44.68,30.34,100.3,112,-241,285,12592,134.9,46.38,50.55,37.97,130.73,131,-252,370,12711,143.12,55.12,44.77,43.23,153.47,121,-232,338,12849,113.68,38.44,46.16,29.08,105.96,112,-230,282,12773,0.931316077,12.7
175.86,151.12,79.13,-54.39,247.85,59,-246,352,10426,162.67,129.41,69.07,-35.81,223.01,77,-239,366,10190,149.3,85.55,54.21,9.54,180.64,96,-217,352,9922,165.15,120.35,64.15,-19.35,221.35,83,-231,358,9794,182.87,169.96,74.73,-61.82,278.1,22,-238,382,9973,167.81,104.76,62.27,0.78,210.3,97,-232,353,10081,0.966909649,11.9
167.43,110.52,65.58,-8.67,212.37,106,-245,374,11064,177.2,140.66,78.14,-41.6,239.72,78,-238,361,11103,138.41,52.44,45.98,39.99,144.87,117,-233,285,10676,164.92,88.66,59.2,17.06,194.38,111,-243,364,10748,192.98,142.33,74.76,-24.11,260.55,106,-214,366,10495,175.76,101.59,63.56,10.61,213.79,98,-196,369,10465,0.945860448,12.6
186.31,138.11,54.06,-5.86,270.36,106,-247,407,11320,113.3,38.25,45.57,29.48,105.98,124,-251,283,10925,130.83,41.59,47.48,41.76,124.94,148,-244,299,10545,152.82,60.14,47.64,45.04,165.32,128,-249,332,10792,146.44,57.67,46.05,42.72,158.06,142,-250,363,10537,129.08,42.76,44.5,41.82,127.34,127,-238,286,10265,0.90680212,12.5
184.76,166.91,82.6,-64.75,269.07,91,-240,360,13287,154,65.25,50.73,38.02,168.52,135,-252,313,12154,162.24,62.52,48.7,51.02,176.06,143,-249,349,12623,186.18,128.66,64.19,-6.67,250.65,134,-246,380,12535,191.66,133.37,69.21,-10.92,255.82,97,-243,364,12217,154.99,63.98,49,42.01,169.97,140,-243,361,12200,0.918190713,13
195.99,138.76,52.24,4.99,282.51,102,-249,413,13213,135.53,46.37,46.99,42.17,134.91,152,-248,357,12416,150.7,50.99,45.52,54.19,156.17,135,-174,339,12992,140.91,49.56,49.17,42.18,141.3,117,-252,312,12581,191.94,84.09,45.95,61.9,230.08,159,-208,348,13320,170.91,63.61,44.2,63.1,190.32,156,-181,331,12701,0.961250284,15.4
182,172.12,81.45,-71.57,272.67,75,-240,371,12290,156.49,115.81,69.83,-29.15,202.47,76,-239,354,12348,162.77,84.56,54.51,23.7,192.82,126,-229,331,11464,172.12,115.99,65.26,-9.13,222.85,101,-246,368,11769,181.8,168.69,76.1,-62.99,274.39,72,-215,371,11670,176.28,107.05,66.93,2.3,216.4,91,-218,358,11855,0.96460537,11.4
171.17,123.34,65.03,-17.2,229.48,106,-212,388,12113,150.68,89.91,63.04,-2.27,177.55,107,-238,329,11450,141.06,47.02,49.64,44.4,138.44,113,-249,282,11608,157.28,72.4,55.91,28.97,173.77,129,-247,391,11177,184.31,157.96,76.85,-50.5,265.42,72,-189,396,11495,160.88,80.21,47.45,33.22,193.64,120,-232,415,11669,0.963345166,14.4
185.28,146.63,69.41,-30.76,262.5,113,-244,406,13385,156.7,94.89,67.17,-5.36,184.42,104,-222,375,13059,144.64,53.89,50.4,40.35,148.13,145,-215,325,12241,176.2,100.18,58.76,17.26,217.62,154,-178,340,12735,192.2,176.97,81.7,-66.47,287.47,44,-229,387,12849,155.57,90.29,54.27,11.01,191.59,107,-235,390,12414,0.927456108,13.5
191.07,135.52,48.39,7.16,278.2,128,-172,411,13264,156.91,63.99,44.31,48.61,176.59,152,-252,335,12194,156.94,52.45,49.73,54.76,159.66,147,-233,341,12582,166.76,74.76,35.79,56.21,205.73,156,-249,397,12625,177.71,69.86,43.78,64.07,203.79,162,-230,399,12760,171.5,63.1,45.48,62.92,189.12,157,-178,401,12733,0.959966828,13.6
179.95,157.79,66.21,-44.05,271.53,105,-225,385,12542,164.8,73.32,56.09,35.39,182.03,146,-197,331,11756,153.84,54.89,55.88,43.07,152.85,135,-165,311,12014,173.15,86.25,54.2,32.7,205.2,145,-222,338,12181,189.18,150.11,66.78,-27.71,272.51,94,-189,394,12154,173.18,82.69,57.1,33.39,198.77,140,-161,368,11351,0.905039069,13.15
158.59,94.62,57.19,6.78,196.02,104,-235,391,9799,168.67,93.93,60.01,14.73,202.59,143,-246,335,9425,143.44,40,40.04,63.4,143.4,152,-234,317,9386,176.41,93.65,48.29,34.47,221.77,149,-213,365,9426,186.96,143.3,74.68,-31.02,255.58,88,-222,365,9145,163.77,77.85,50.84,35.08,190.78,130,-247,343,9190,0.937850801,13.1
147.71,92.27,60.16,-4.72,179.82,114,-249,380,11181,163.19,123.54,84.69,-45.04,202.04,101,-251,356,11087,137.13,43.56,48.35,45.22,132.34,111,-142,332,10625,184.58,126.55,75.14,-17.11,235.99,126,-239,369,11008,169.23,122.56,61.8,-15.13,229.99,75,-247,367,10915,131.39,51.47,45.57,34.35,137.29,102,-225,299,10692,0.956265093,12.2
165.09,86.94,63.1,15.05,188.93,133,-228,357,11900,176.37,132.31,78.19,-34.13,230.49,88,-227,363,11338,144.52,43.82,50.71,49.99,137.63,138,-211,255,11331,172.25,95.6,58.63,18.02,209.22,107,-249,339,11189,187.51,124.01,66.7,-3.2,244.82,99,-249,347,11583,168.32,72.71,59.63,35.98,181.4,136,-249,317,11411,0.958907563,13.1
174.37,157.63,65.96,-49.22,266.04,87,-241,380,11111,168.15,91.22,56.15,20.78,203.22,145,-226,359,10498,150.4,56.86,47.86,45.68,159.4,126,-236,288,10968,176.71,85.16,51.83,39.72,210.04,165,-216,384,10550,185.01,104.63,61.1,19.28,228.54,162,-208,384,10424,172.52,113.39,55.87,3.26,230.04,110,-238,392,10788,0.970929709,14.25
178.89,152.87,71.97,-45.95,259.79,82,-246,374,10402,178.92,157.29,74.92,-53.29,261.29,74,-225,369,9972,178.34,96.66,57.98,23.7,217.02,134,-246,332,10090,193.29,140.9,71.61,-19.22,262.58,109,-222,385,10139,189.6,150.9,78.7,-40,261.8,93,-239,368,9754,189.17,129.18,70.66,-10.67,247.69,97,-188,390,9831,0.94510671,13.7
179.98,144.45,63.83,-28.3,260.6,87,-232,396,11642,171.33,115.19,64.61,-8.47,221.91,140,-225,383,11360,137.99,40.92,46.82,50.25,132.09,117,-188,288,10489,190.23,126.55,61.12,2.56,255.66,139,-129,367,11120,193.23,154.44,73.1,-34.31,274.57,47,-165,381,10186,159.43,72.72,52.94,33.77,179.21,161,-186,392,10834,0.930596118,14.45
184.02,153.9,66.3,-36.18,271.62,107,-226,399,10526,167.19,117.22,67.18,-17.21,217.23,119,-252,381,10141,156.44,55.31,49.19,51.94,162.56,154,-215,348,10334,187.52,144.2,68.81,-25.49,262.91,128,-187,376,10423,199.16,171.87,79.39,-52.1,291.64,44,-208,385,10400,177.21,98.7,58.24,20.27,217.67,131,-243,398,10000,0.950028501,12.95
178.71,120.83,49.44,8.44,250.1,128,-249,404,11146,121.88,48.64,47.83,25.41,122.69,119,-247,355,10169,133.86,34.69,43.07,56.1,125.48,137,-143,288,10166,146.61,50.02,42.96,53.63,153.67,139,-210,358,10093,168.91,91.54,38.72,38.65,221.73,134,-241,416,10578,156.51,56.54,43.58,56.39,169.47,139,-236,362,10495,0.941593397,14.25
195.34,164.35,63.75,-32.76,295.94,98,-235,402,11819,127.57,47.08,51.27,29.22,123.38,115,-234,297,11110,160.07,74.04,50.84,35.19,183.27,124,-248,420,10739,145.15,56.22,42.85,46.08,158.52,139,-200,385,10821,163.38,64.18,53.6,45.6,173.96,124,-191,338,11207,176.2,94.18,47.55,34.47,222.83,145,-227,373,11682,0.988408495,12.35
167.07,99.69,60.43,6.95,206.33,113,-218,412,12166,173.8,130.85,77.43,-34.48,227.22,113,-232,374,11647,161.71,61.22,51.17,49.32,171.76,139,-194,342,11386,153.67,53.5,55.51,44.66,151.66,146,-246,342,11290,182.72,107.04,61.05,14.63,228.71,138,-228,373,11947,179.29,94.43,53.42,31.44,220.3,144,-243,390,11818,0.971395693,15.15
173.51,164.68,64.42,-55.59,273.77,67,-249,374,12428,173.79,157.57,69.09,-52.87,262.27,78,-216,380,11429,170.87,88.05,53.34,29.48,205.58,130,-234,342,12495,186.32,116.73,61.55,8.04,241.5,121,-225,391,11714,187.83,170.75,73.78,-56.7,284.8,94,-224,376,11950,172.99,145.3,62.85,-35.16,255.44,96,-225,394,12873,1.035806244,12.9
182.29,129.62,68.08,-15.41,243.83,126,-248,368,10953,170.78,118.13,68.31,-15.66,220.6,115,-249,366,10896,162.61,65.69,45.57,51.35,182.73,147,-217,344,10364,177.53,119.04,65.18,-6.69,231.39,127,-242,368,10320,188.92,173.14,75.87,-60.09,286.19,55,-246,385,10248,169.76,74.59,49.04,46.13,195.31,135,-245,387,10248,0.935634073,12.7
157.01,92.51,49.41,15.09,200.11,128,-247,353,10176,118.94,45.38,48.9,24.66,115.42,124,-250,330,9981,113.4,26.61,38.91,47.88,101.1,123,-252,270,8951,144.81,49.43,48.2,47.18,146.04,142,-212,364,9537,172.29,102.1,54.85,15.34,219.54,141,-205,357,9567,124.2,48.99,44.03,31.18,129.16,106,-238,297,9243,0.908313679,14.8
187.19,123.62,68.53,-4.96,242.28,135,-228,392,11030,178.28,162.56,75.29,-59.57,265.55,84,-233,390,10784,182.84,99.43,58.52,24.89,223.75,131,-188,405,10564,195.68,173.27,75.1,-52.69,293.85,121,-195,387,10432,196.58,180.81,77.67,-61.9,299.72,24,-215,396,10456,188.12,149.2,71.55,-32.63,265.77,94,-185,407,10274,0.931459655,13.1
190.33,139.57,53.78,-3.02,276.12,128,-247,407,10634,109.1,31.97,38.88,38.25,102.19,117,-246,289,10037,134.62,38.87,42.2,53.55,131.29,153,-202,280,9905,153.11,57.76,44.9,50.45,165.97,117,-205,408,9675,171.56,75.95,43.74,51.87,203.77,142,-199,357,10038,146.84,59.8,38.27,48.77,168.37,134,-147,374,9541,0.897216475,11.45
185.38,120.71,49,15.67,257.09,114,-210,410,17323,133.03,44.18,53.34,35.51,123.87,140,-252,331,16141,138.98,46.77,45.46,46.75,140.29,139,-249,327,15530,151.23,56.39,42.46,52.38,165.16,149,-188,390,16229,196.53,108.46,39.63,48.44,265.36,152,-189,396,16447,181.11,74.68,40.37,66.06,215.42,164,-237,386,16238,0.937366507,13.3
190.23,179.63,73.9,-63.3,295.96,90,-226,381,11857,139.82,46.63,43.6,49.59,142.85,134,-249,357,11529,160.44,73.46,44.57,42.41,189.33,132,-246,381,11084,171.17,101.48,57.39,12.3,215.26,138,-164,386,10981,182.56,123.7,62.03,-3.17,244.23,143,-245,368,11031,182.47,136.42,63.45,-17.4,255.44,133,-246,378,11526,0.972084001,11.3
168.49,133.13,68.42,-33.06,233.2,112,-247,362,8479,168.92,136.31,71.41,-38.8,233.82,110,-239,365,8172,145.18,50.97,43.49,50.72,152.66,123,-233,295,7990,174.74,123.75,62.96,-11.97,235.53,131,-242,376,8032,188.55,161.2,78.08,-50.73,271.67,93,-198,373,7987,163.58,68.44,47.28,47.86,184.74,125,-246,296,8160,0.962377639,12.1
164.67,101.23,60.36,3.08,205.54,133,-246,366,9523,159.25,97.49,59.47,2.29,197.27,127,-247,345,9355,123.65,36.38,41.49,45.78,118.54,114,-236,279,8823,165.79,111.43,56.56,-2.2,220.66,142,-208,388,9243,193.53,148.44,70.91,-25.82,271.06,75,-215,384,9189,160.12,67.57,43.73,48.82,183.96,128,-249,333,8767,0.920613252,13.55
176.26,157.15,60.73,-41.62,272.68,92,-247,397,10473,144.07,53.5,48.45,42.12,149.12,153,-242,354,10127,157.19,61.85,45.57,49.77,173.47,151,-245,325,9534,179.37,127.13,59.82,-7.58,246.68,159,-206,384,9633,182.15,137.98,69.08,-24.91,251.05,119,-227,376,9957,155.42,82.93,49.27,23.22,189.08,134,-246,328,9852,0.940704669,12.95
194.01,147.76,54.07,-7.82,287.7,132,-219,412,14267,176.78,91.11,57,28.67,210.89,147,-222,373,13857,188.68,87.85,48.5,52.33,228.03,147,-227,396,13495,202.99,124.78,48.7,29.51,279.07,139,-136,396,14174,197.65,98.67,50.28,48.7,246.04,131,-187,366,14399,177.21,81.23,44.18,51.8,214.26,143,-117,382,13317,0.933412771,16.75
176.93,142.65,66.37,-32.09,253.21,111,-238,375,13615,172.36,139.9,79.26,-46.8,233,92,-237,388,12864,142.25,60.68,49.51,32.06,153.42,126,-216,311,12745,180.1,130.63,64.46,-14.99,246.27,121,-226,382,12806,197.16,175,76.61,-54.45,295.55,71,-201,387,12889,168.74,120.79,60.91,-12.96,228.62,106,-246,398,13249,0.973117885,14.4
177.4,121.22,52.31,3.87,246.31,129,-231,413,15120,149.67,82.91,52.08,14.68,180.5,136,-250,366,13929,127.19,35.86,44.61,46.72,118.44,122,-246,276,14389,173.57,75.54,49.89,48.14,199.22,152,-206,373,13947,179.52,111.16,53.28,15.08,237.4,128,-188,403,14386,135.71,45.59,44.86,45.26,136.44,138,-244,313,14392,0.951851852,14.5
136.29,51.51,50.23,34.55,137.57,144,-241,322,10564,137.51,58.96,55.77,22.78,140.7,120,-242,334,10113,97.69,29.09,41.79,26.81,84.99,87,-244,260,9828,147.93,43.55,42.57,61.81,148.91,160,-238,293,9786,152.72,46.27,42.97,63.48,156.02,151,-199,288,10326,102.03,27.24,39.37,35.42,89.9,115,-249,259,9718,0.919916698,14.95
148.6,77.31,53.9,17.39,172.01,143,-252,410,10817,173.76,96.44,53.71,23.61,216.49,140,-232,372,10384,130.76,35.83,47.7,47.23,118.89,124,-250,292,10141,175.1,84.81,45.01,45.28,214.9,152,-233,371,10595,182.48,84.82,47.67,49.99,219.63,140,-100,359,10499,140.26,47.01,42.36,50.89,144.91,150,-181,403,10194,0.942405473,13.7
179.81,127.56,63.25,-11,244.12,117,-239,392,10030,177.2,126.52,64.93,-14.25,238.79,112,-249,405,9756,141.85,48.95,46.52,46.38,144.28,106,-172,352,9273,192.58,121.06,65.94,5.58,247.7,118,-183,376,9615,206.08,183.17,77.85,-54.94,311.4,70,-170,391,9476,178.05,92.59,53.58,31.88,217.06,138,-175,396,9634,0.960518445,12.3
156.36,79.56,59.95,16.85,175.97,117,-243,371,10974,173.46,154.62,74.99,-56.15,253.09,77,-246,369,10495,173.22,85.9,57.72,29.6,201.4,114,-159,346,9837,165.58,87.62,58,19.96,195.2,105,-224,333,10187,173.59,103.45,62.94,7.2,214.1,122,-249,352,10008,181.19,127.28,64.39,-10.48,244.08,125,-207,400,10111,0.921359577,13.8
188.9,157.69,68.23,-37.02,278.36,119,-245,387,9949,134.62,50.77,48.47,35.38,136.92,129,-249,358,9852,119.67,35.86,39.17,44.64,116.36,131,-226,273,9343,156.76,77.27,48.47,31.02,185.56,123,-245,408,9385,183.18,103.62,48.22,31.34,238.58,131,-248,372,9461,143.74,51.08,43.87,48.79,150.95,133,-249,356,9661,0.971052367,11.6
